Fecha,PRECIP,EVAP,TMAX,TMIN,DIAS,HOJAS
14/09/2018,0,1,22,8,655,24
15/09/2018,41,4.8,23,8,656,24
16/09/2018,0,2.5,22,11,657,24
17/09/2018,8,3.9,24,8,658,24
18/09/2018,0,5.4,22,9,659,24
19/09/2018,0,3.6,25,8,660,24
20/09/2018,4.5,5.6,26,8,661,24
21/09/2018,0.5,4.8,24,9,662,24
22/09/2018,0,3.7,24,9,663,24
23/09/2018,0,3.3,22,8,664,24
24/09/2018,0,3.7,25,7,665,24
25/09/2018,0,2.7,22,8,666,24
26/09/2018,0,4.1,23,8,667,24
27/09/2018,0,3.9,21,7,668,24
28/09/2018,0,1.8,21,7,669,24
29/09/2018,2.5,0.6,20,7,670,24
30/09/2018,0,4.233,23,6,671,24
01/10/2018,0,2.4,22,7,672,24
02/10/2018,0,6.8,22,11,673,24
03/10/2018,0,3.9,21,10,674,24
04/10/2018,0,2.2,20,11,675,24
05/10/2018,3.5,5.4,25,8,676,24
06/10/2018,2.5,3.8,24,10,677,24
07/10/2018,20,5.3,21,8,678,24
08/10/2018,0,1.8,19,8,679,24
09/10/2018,0,5,21,9,680,24
10/10/2018,19,5.2,22,9,681,24
11/10/2018,6,5,22,11,682,24
12/10/2018,0,1.8,22,12,683,24
13/10/2018,0,2.2,21,11,684,24
14/10/2018,1.5,4.4,22,11,685,24
15/10/2018,2,1.4,22,10,686,24
16/10/2018,0,4.6,22,10,687,24
17/10/2018,0,1.8,15,8,688,24
18/10/2018,0,2.1,18,10,689,24
19/10/2018,0,0.6,17,11,690,24
20/10/2018,0.5,1.7,18,11,691,24
21/10/2018,0,3.1,18,12,692,24
22/10/2018,0,3.6,20,8,693,24
23/10/2018,0,5.6,22,8,694,24
24/10/2018,0,2.6,22,9,695,24
25/10/2018,0,5.2,25,8,696,24
26/10/2018,2.5,2.4,24,8,697,24
27/10/2018,1,1.6,22,7,698,24
28/10/2018,0,2,18,9,699,24
29/10/2018,0,2.8,21,9,700,24
30/10/2018,27.5,4.5,22,7,701,24
31/10/2018,0,4.233,22,8,702,24
01/11/2018,17,3.8,20,9,703,24
02/11/2018,33.5,4.9,18,10,704,24
03/11/2018,0.5,1.2,18,10,705,24
04/11/2018,0,1,18,10,706,24
05/11/2018,0,4,20,9,707,24
06/11/2018,0,3.2,24,6,708,24
07/11/2018,0,5,25,9,709,24
08/11/2018,0,3.2,25,6,710,24
09/11/2018,0,4.6,24,5,711,24
10/11/2018,0,3,22,8,712,24
11/11/2018,0,3.2,24,7,713,24
12/11/2018,0.1,3,22,7,714,24
13/11/2018,29.5,4.4,18,8,715,24
14/11/2018,8,1.2,8,4,716,24
15/11/2018,0,4.8,14,4,717,24
16/11/2018,0,2.2,18,4,718,24
17/11/2018,0,2.8,19,2,719,24
18/11/2018,0,4.8,20,3,720,24
19/11/2018,0,2.6,20,4,721,24
20/11/2018,0,2.9,22,4,722,24
21/11/2018,0,2.7,21,4,723,24
22/11/2018,0,4.5,24,6,724,24
23/11/2018,0,2.7,24,6,725,24
24/11/2018,0,4,22,8,726,24
25/11/2018,0,3.8,22,8,727,24
26/11/2018,0,2.1,19,7,728,24
27/11/2018,8,3.3,18,8,729,24
28/11/2018,1,1.7,17,8,730,24
29/11/2018,34,4.8,10,9,731,24
30/11/2018,3,4.233,12,9,732,24
01/04/2019,0,4.233,24,8,733,24
02/04/2019,0,4.233,24,10,734,24
03/04/2019,0,4.6,24,10,735,24
04/04/2019,0,4.6,25,7,736,24
05/04/2019,0,7,25,7,737,24
06/04/2019,0,6.8,24,11,738,24
07/04/2019,0,5.8,24,8,739,24
08/04/2019,0,2.4,23,9,740,24
09/04/2019,0,3.8,21,7,741,24
10/04/2019,0,7,26,4,742,24
11/04/2019,0,8.9,25,4,743,24
12/04/2019,0,10.2,25,9,744,24
13/04/2019,0,8.7,25,7,745,24
14/04/2019,0,4.6,25,6,746,24
15/04/2019,0,5,26,5,747,24
16/04/2019,0,8.4,25,5,748,24
17/04/2019,1.5,6.2,28,8,749,24
18/04/2019,0,5.6,28,11,750,24
19/04/2019,0,5.4,22,7,751,24
20/04/2019,0,5.8,25,5,752,24
21/04/2019,0,7.2,27,5,753,24
22/04/2019,0,6.5,28,5,754,24
23/04/2019,0,9.6,27,10,755,24
24/04/2019,0,7.8,26,11,756,24
25/04/2019,0,7.3,27,9,757,24
26/04/2019,8.2,6.1,25,7,758,24
27/04/2019,8,5.3,23,7,759,24
28/04/2019,0,4.5,23,8,760,24
29/04/2019,0,3.3,26,11,761,24
30/04/2019,3.3,4.233,28,10,762,24
01/05/2019,11,7.8,28,9,763,24
02/05/2019,1,5.5,26,11,764,24
03/05/2019,8,5.3,27,8,765,24
04/05/2019,2.5,3.5,24,10,766,24
05/05/2019,0,3.6,23,9,767,24
06/05/2019,0,8.4,24,11,768,24
07/05/2019,0,6.6,25,11,769,24
08/05/2019,0,11,25,12,770,24
09/05/2019,0,5.6,25,12,771,24
10/05/2019,0,8.2,25,11,772,24
11/05/2019,0,7.4,27,8,773,24
12/05/2019,0,5,25,9,774,24
13/05/2019,0,8.8,25,12,775,24
14/05/2019,0,7.4,27,11,776,24
15/05/2019,0,4.2,25,11,777,24
16/05/2019,17.5,5.7,24,12,778,24
17/05/2019,16.5,7.1,23,10,779,24
18/05/2019,1,3.4,23,10,780,24
19/05/2019,0,3.5,26,9,781,24
20/05/2019,0,7.6,26,8,782,24
21/05/2019,0,4.4,28,8,783,24
22/05/2019,0,7.8,28,10,784,24
23/05/2019,1.5,5.4,27,9,785,24
24/05/2019,0,5.5,25,10,786,24
25/05/2019,0,4.6,25,10,787,24
26/05/2019,0,8.4,27,8,788,24
27/05/2019,0,5.4,27,9,789,24
28/05/2019,0.5,3.6,26,11,790,24
29/05/2019,2.5,5.4,23,11,791,24
30/05/2019,0,6,12,2,792,24
31/05/2019,0,4.233,25,11,793,24
01/06/2019,0,3.6,22,8.392,794,24
02/06/2019,0,2.9,21,12,795,24
03/06/2019,30,2.3,18,12,796,24
04/06/2019,8.5,4.6,18,12,797,24
05/06/2019,0,3,20,13,798,24
06/06/2019,4.5,3.4,18,13,799,24
07/06/2019,23.5,4.2,23,12,800,24
08/06/2019,0,5.8,23,9,801,24
09/06/2019,0,6,25,9,802,24
10/06/2019,0,7.8,23,8,803,24
11/06/2019,0,5.9,23,7,804,24
12/06/2019,15.5,6.1,25,8,805,24
13/06/2019,11,5.6,22,11,806,24
14/06/2019,0,2,23,12,807,24
15/06/2019,0,3,23,11,808,24
16/06/2019,19.5,4.6,23,12,809,24
17/06/2019,4,2.7,22,11,810,24
18/06/2019,11.5,8.5,23,11,811,24
19/06/2019,1,5.1,24,10,812,24
20/06/2019,0,5.1,25,10,813,24
21/06/2019,1,6.6,25,10,814,24
22/06/2019,28,7.4,22,11,815,24
23/06/2019,33.5,8.5,21,12,816,24
24/06/2019,3,3.8,21,13,817,24
25/06/2019,0,5.2,21,11,818,24
26/06/2019,0,3.2,22,10,819,24
27/06/2019,0,5.6,22,10,820,24
28/06/2019,0,5.3,21,9,821,24
29/06/2019,2.5,3.8,21,7,822,24
30/06/2019,42,4.233,21,8,823,24
01/07/2019,15,5.8,19,9,824,24
02/07/2019,15,6,20,9,825,24
03/07/2019,0,4.5,21,10,826,24
04/07/2019,0,4.4,23,9,827,24
05/07/2019,0,5.8,25,6,828,24
06/07/2019,0,4.8,22,8,829,24
07/07/2019,0,6.6,23,7,830,24
08/07/2019,7,3.2,24,8,831,24
09/07/2019,0,4.6,24,9,832,24
10/07/2019,0,5.1,23,8,833,24
11/07/2019,39,14.9,24,12,834,24
12/07/2019,21,1.3,22,11,835,24
13/07/2019,0.5,5.5,23,11,836,24
14/07/2019,1,5,25,11,837,24
15/07/2019,0,3.4,25,10,838,24
16/07/2019,7.5,5.6,25,8,839,24
17/07/2019,0,4.3,20,10,840,24
18/07/2019,0,3.8,23,10,841,24
19/07/2019,8,5,23,10,842,24
20/07/2019,0,5.7,22,8,843,24
21/07/2019,28,8.3,24,9,844,24
22/07/2019,12,6.1,22,9,845,24
23/07/2019,1,5.2,23,8,846,24
24/07/2019,10.5,4.2,21,9,847,24
25/07/2019,10.5,4.7,21,9,848,24
26/07/2019,0.5,3,20,9,849,24
27/07/2019,0,4.2,21,8,850,24
28/07/2019,2.5,4,20,7,851,24
29/07/2019,0,5.2,21,6,852,24
30/07/2019,0,9.9,24,8,853,24
31/07/2019,0,4.233,24,8,854,24
01/08/2019,0,4.233,25,8.392,855,24
02/08/2019,0,6.4,25,8,856,24
03/08/2019,0,5.1,24,8,857,24
04/08/2019,9.5,4.8,24,7,858,24
05/08/2019,31.5,6.6,24,12,859,24
06/08/2019,16.5,5.6,19,10,860,24
07/08/2019,0,4.9,22,11,861,24
08/08/2019,0,5.3,25,8,862,24
09/08/2019,0,3.5,22,9,863,24
10/08/2019,0,3.3,24,10,864,24
11/08/2019,6.5,5.5,25,10,865,24
12/08/2019,31,10.4,25,1,866,24
13/08/2019,0,4.8,25,8,867,24
14/08/2019,0,4.6,25,9,868,24
15/08/2019,0,5.2,25,9,869,24
16/08/2019,0,6,25,10,870,24
17/08/2019,0,5.3,26,9,871,24
18/08/2019,0,6.2,25,9,872,24
19/08/2019,0,3.4,23,11,873,24
20/08/2019,0,4.4,21,10,874,24
21/08/2019,5,4.2,22,9,875,24
22/08/2019,6,4.7,21,9,876,24
23/08/2019,1.5,2.6,21,12,877,24
24/08/2019,0,4.1,24,9,878,24
25/08/2019,2,4.9,25,10,879,24
26/08/2019,1,4.9,25,11,880,24
27/08/2019,0,5,25,11,881,24
28/08/2019,0,4.8,25,10,882,24
29/08/2019,0,9.9,23,7,883,24
30/08/2019,0,2.9,25,5,884,24
31/08/2019,0,4.233,26,6,885,24
01/09/2019,0,5,26,6,886,24
02/09/2019,0,6.6,25,9,887,24
03/09/2019,12,4.1,25,8,888,24
04/09/2019,46.5,12,22,9,889,24
05/09/2019,0,3.5,25,9,890,24
06/09/2019,3.5,4.4,24,7,891,24
07/09/2019,0,5.8,23,7,892,24
08/09/2019,0,3.6,25,8,893,24
09/09/2019,4.5,5.8,25,10,894,24
10/09/2019,0,1.3,24,12,895,24
11/09/2019,0,4.4,24,10,896,24
12/09/2019,8.5,3.3,21,10,897,24
13/09/2019,0,2.4,19,10,898,24
14/09/2019,0,4.4,22,9,899,24
15/09/2019,0,4.8,22,8,900,24
16/09/2019,0,4.233,22.423,7,901,24
17/09/2019,10,4.233,22,8.392,902,24
18/09/2019,0,4.233,22.423,7,903,24
20/09/2019,0,3.6,25,8.392,904,24
21/09/2019,0,4.9,25,7,905,24
22/09/2019,0,5.5,25,9,906,24
23/09/2019,11.5,5.7,25,8,907,24
24/09/2019,24.5,2.3,25,8,908,24
25/09/2019,22,4.2,23,9,909,24
26/09/2019,0,5.8,24,10,910,24
27/09/2019,37,7.6,23,8,911,24
28/09/2019,4,3.8,21,9,912,24
29/09/2019,19,1.8,15,11,913,24
30/09/2019,1,4.233,19,10,914,24
01/10/2019,0,1.4,24,10,915,24
02/10/2019,0,3.8,22,7,916,24
03/10/2019,8.5,6.2,22,7,917,24
04/10/2019,5,2.6,24,7,918,24
05/10/2019,1,3.7,22,11,919,24
06/10/2019,0,3.1,24,9,920,24
07/10/2019,0,3.5,21,9,921,24
08/10/2019,0,4,20,10,922,24
09/10/2019,0,1.8,22,9,923,24
10/10/2019,44,11.4,24,9,924,24
11/10/2019,0,3,25,9,925,24
12/10/2019,0,5.2,21,11,926,24
13/10/2019,0,1.3,24,7,927,24
14/10/2019,0,4,25,8,928,24
15/10/2019,0,2.8,26,7,929,24
16/10/2019,5,2.7,23,6,930,24
17/10/2019,10.5,2.2,17,12,931,24
18/10/2019,0,4.6,20,12,932,24
19/10/2019,1,3.6,23,9,933,24
20/10/2019,0,3.1,20,10,934,24
21/10/2019,0,4.5,23,10,935,24
22/10/2019,0,2.6,20,11,936,24
23/10/2019,0,2,22,9,937,24
24/10/2019,0,0.9,21,7,938,24
25/10/2019,12.5,4.6,20,7,939,24
26/10/2019,0,2.1,19,11,940,24
27/10/2019,4,2.6,24,12,941,24
28/10/2019,1,2.6,22,9,942,24
29/10/2019,0,2.4,21,8,943,24
30/10/2019,1,2.7,22,12,944,24
31/10/2019,1,4.233,18,9,945,24
01/11/2019,0,0.7,21,8,946,24
02/11/2019,0,2.2,17,11,947,24
03/11/2019,0,0.6,18,11,948,24
04/11/2019,0,4.3,23,6,949,24
05/11/2019,8,4.2,24,7,950,24
06/11/2019,0,1.6,21,11,951,24
07/11/2019,0,4.6,24,7,952,24
08/11/2019,0,3.8,20,8,953,24
09/11/2019,0,1.2,21,9,954,24
10/11/2019,44,6.2,23,9,955,24
11/11/2019,6,3.1,22,9,956,24
12/11/2019,0,2.8,19,8,957,24
13/11/2019,0,4.8,20,6,958,24
14/11/2019,0,2,21,8,959,24
15/11/2019,0,1.3,21,9,960,24
16/11/2019,0,3.1,21,8,961,24
17/11/2019,5,5.6,20,6,962,24
18/11/2019,0,3,22,6,963,24
19/11/2019,0,2,21,8,964,24
20/11/2019,0,2,22,9,965,24
21/11/2019,0,3.7,23,8,966,24
22/11/2019,0,2.8,24,6,967,24
23/11/2019,0,4.4,25,4,968,24
24/11/2019,0,1.1,24,5,969,24
25/11/2019,0,3.9,22,6,970,24
26/11/2019,0,3.2,23,8,971,24
27/11/2019,0,4.9,28,7,972,24
28/11/2019,0,4.9,25,4,973,24
29/11/2019,0,5,25,5,974,24
30/11/2019,0,4.233,26,8,975,24
01/04/2020,0,6.8,27,6,976,24
02/04/2020,0.5,3.1,27,9,977,24
03/04/2020,20,9,28,11,978,24
04/04/2020,0,4.233,27,10,979,24
05/04/2020,0,4.233,27,11,980,24
06/04/2020,0,4.233,27,11,981,24
07/04/2020,0,5.2,28,11,982,24
08/04/2020,13.5,5.6,28,11,983,24
09/04/2020,0,4.233,27,12,984,24
10/04/2020,0,5.4,28,10,985,24
11/04/2020,0,10.3,26,11,986,24
12/04/2020,0,6.4,25,12,987,24
13/04/2020,0,8.5,28,9,988,24
14/04/2020,0,4.7,28,9,989,24
15/04/2020,0,4.9,25,11,990,24
16/04/2020,0,6.2,28,12,991,24
17/04/2020,0,5.7,28,13,992,24
18/04/2020,0,5.8,29,11,993,24
19/04/2020,44,12.2,27,13,994,24
20/04/2020,1.5,4.8,28,12,995,24
21/04/2020,0,6.4,27,12,996,24
22/04/2020,0,7.5,27,12,997,24
23/04/2020,0,7.2,28,10,998,24
24/04/2020,0,3.8,28,12,999,24
25/04/2020,0,4.233,27,12,1000,24
26/04/2020,0,1.5,22,11,1001,24
27/04/2020,0,4,25,8,1002,24
28/04/2020,0,6.6,27,10,1003,24
29/04/2020,0,4.233,27,10,1004,24
30/04/2020,5,4.233,26,9,1005,24
01/05/2020,3,4.233,23,8,1006,24
02/05/2020,6,4.233,24,7,1007,24
03/05/2020,0,4.233,27,8,1008,24
04/05/2020,4.5,4.233,28,8,1009,24
05/05/2020,0.5,4.1,26,10,1010,24
06/05/2020,10.5,4.233,21,11,1011,24
07/05/2020,39.5,4.233,21,9,1012,24
08/05/2020,4,4.233,22,9,1013,24
09/05/2020,7,4.233,21,9,1014,24
10/05/2020,4,4.233,21,9,1015,24
11/05/2020,6,4.233,18,11,1016,24
12/05/2020,0,4.233,22,11,1017,24
13/05/2020,0,4.233,24,12,1018,24
14/05/2020,5,3.8,22,11,1019,24
15/05/2020,0,4.233,24,12,1020,24
16/05/2020,0,4.233,25,11,1021,24
17/05/2020,3.5,4.233,25,10,1022,24
18/05/2020,0,4.233,21,11,1023,24
19/05/2020,0,4.233,26,9,1024,24
20/05/2020,0,4.233,25,11,1025,24
21/05/2020,0,4.233,25,11,1026,24
22/05/2020,0,4.233,24,12,1027,24
23/05/2020,5,4.233,22,11,1028,24
24/05/2020,0,4.233,25,11,1029,24
25/05/2020,0,4.233,25,11,1030,24
26/05/2020,0,4.233,27,12,1031,24
27/05/2020,24,4.233,24,9,1032,24
28/05/2020,7.5,4.233,25,12,1033,24
29/05/2020,0,4.233,21,9,1034,24
30/05/2020,0,4.233,22,10,1035,24
31/05/2020,0,4.233,25,6,1036,24
01/06/2020,0,3.6,22,8.392,1037,24
02/06/2020,0,2.9,21,12,1038,24
03/06/2020,30,2.3,18,12,1039,24
04/06/2020,8.5,4.6,18,12,1040,24
05/06/2020,0,3,20,13,1041,24
06/06/2020,4.5,3.4,18,13,1042,24
07/06/2020,23.5,4.2,23,12,1043,24
08/06/2020,0,5.8,23,9,1044,24
09/06/2020,0,6,25,9,1045,24
10/06/2020,0,7.8,23,8,1046,24
11/06/2020,0,5.9,23,7,1047,24
12/06/2020,15.5,6.1,25,8,1048,24
13/06/2020,11,5.6,22,11,1049,24
14/06/2020,0,2,23,12,1050,24
15/06/2020,0,3,23,11,1051,24
16/06/2020,19.5,4.6,23,12,1052,24
17/06/2020,4,2.7,22,11,1053,24
18/06/2020,11.5,8.5,23,11,1054,24
19/06/2020,1,5.1,24,10,1055,24
20/06/2020,0,5.1,25,10,1056,24
21/06/2020,1,6.6,25,10,1057,24
22/06/2020,28,7.4,22,11,1058,24
23/06/2020,33.5,8.5,21,12,1059,24
24/06/2020,3,3.8,21,13,1060,24
25/06/2020,0,5.2,21,11,1061,24
26/06/2020,0,3.2,22,10,1062,24
27/06/2020,0,5.6,22,10,1063,24
28/06/2020,0,5.3,21,9,1064,24
29/06/2020,2.5,3.8,21,7,1065,24
30/06/2020,42,4.233,21,8,1066,24
01/07/2020,15,5.8,19,9,1067,24
02/07/2020,15,6,20,9,1068,24
03/07/2020,0,4.5,21,10,1069,24
04/07/2020,0,4.4,23,9,1070,24
05/07/2020,0,5.8,25,6,1071,24
06/07/2020,0,4.8,22,8,1072,24
07/07/2020,0,6.6,23,7,1073,24
08/07/2020,7,3.2,24,8,1074,24
09/07/2020,0,4.6,24,9,1075,24
10/07/2020,0,5.1,23,8,1076,24
11/07/2020,39,14.9,24,12,1077,24
12/07/2020,21,1.3,22,11,1078,24
13/07/2020,0.5,5.5,23,11,1079,24
14/07/2020,1,5,25,11,1080,24
15/07/2020,0,3.4,25,10,1081,24
16/07/2020,7.5,5.6,25,8,1082,24
17/07/2020,0,4.3,20,10,1083,24
18/07/2020,0,3.8,23,10,1084,24
19/07/2020,8,5,23,10,1085,24
20/07/2020,0,5.7,22,8,1086,24
21/07/2020,28,8.3,24,9,1087,24
22/07/2020,12,6.1,22,9,1088,24
23/07/2020,1,5.2,23,8,1089,24
24/07/2020,10.5,4.2,21,9,1090,24
25/07/2020,10.5,4.7,21,9,1091,24
26/07/2020,0.5,3,20,9,1092,24
27/07/2020,0,4.2,21,8,1093,24
28/07/2020,2.5,4,20,7,1094,24
29/07/2020,0,5.2,21,6,1095,24
30/07/2020,0,9.9,24,8,1096,24
31/07/2020,0,4.233,24,8,1097,24
01/08/2020,10.5,4.2,25,10,1098,24
02/08/2020,12,5.2,24,9,1099,24
03/08/2020,1,5.7,24,10,1100,24
04/08/2020,14,5.2,25,9,1101,24
05/08/2020,0,6.2,25,10,1102,24
06/08/2020,0,4.6,23,10,1103,24
07/08/2020,1,5.5,21,11,1104,24
08/08/2020,1,4.7,25,12,1105,24
09/08/2020,1,5.4,22,11,1106,24
10/08/2020,34,4.3,24,11,1107,24
11/08/2020,0,3.8,21,10,1108,24
12/08/2020,0,3,20,10,1109,24
13/08/2020,5.5,3.7,24,8,1110,24
14/08/2020,23,4.5,24,9,1111,24
15/08/2020,2.5,5,21,9,1112,24
16/08/2020,0,3.5,22,9,1113,24
17/08/2020,3.5,4.2,22,10,1114,24
18/08/2020,0.5,5.2,24,7,1115,24
19/08/2020,2,3.7,24,8,1116,24
20/08/2020,10,8.1,21,11,1117,24
21/08/2020,1,3.9,24,10,1118,24
22/08/2020,0,6.8,25,8,1119,24
23/08/2020,0,5.9,25,9,1120,24
24/08/2020,1.5,4.9,19,10,1121,24
25/08/2020,0,3.7,21,12,1122,24
26/08/2020,2.5,7.5,23,11,1123,24
27/08/2020,4,2.3,22,13,1124,24
28/08/2020,10,4.1,25,11,1125,24
29/08/2020,1,4.3,22,10,1126,24
30/08/2020,0,3.7,22,11,1127,24
31/08/2020,5,4.8,25,10,1128,24
01/09/2020,17,7.8,25,9,1129,24
02/09/2020,0,5.2,25,8,1130,24
03/09/2020,0,4.233,22.423,8,1131,24
06/09/2020,0,4.233,18,8.392,1132,24
07/09/2020,15.5,5.2,21,12,1133,24
08/09/2020,7.5,6.4,24,9,1134,24
09/09/2020,0,2.4,24,4,1135,24
10/09/2020,0,4.6,24,11,1136,24
11/09/2020,0,1.5,21,11,1137,24
12/09/2020,0,4.233,22.423,9,1138,24
13/09/2020,0,4.233,11,8.392,1139,24
14/09/2020,0,3,14,9,1140,24
15/09/2020,30.5,3.8,20,9,1141,24
16/09/2020,6,2.7,18,12,1142,24
17/09/2020,24.5,5,22,12,1143,24
18/09/2020,0,4.233,22.423,12,1144,24
20/09/2020,0,4.233,22,8.392,1145,24
21/09/2020,12,4,24,11,1146,24
22/09/2020,2,4.1,24,8,1147,24
23/09/2020,17,6.4,22,8,1148,24
24/09/2020,0,4.233,22.423,8,1149,24
28/09/2020,35,4.233,24,8.392,1150,24
29/09/2020,7,2.1,13,11,1151,24
30/09/2020,0,4.233,22.423,4,1152,24
01/10/2020,0,5.6,21,4,1153,24
02/10/2020,0,3.1,19,1,1154,24
03/10/2020,0,5,21,1,1155,24
04/10/2020,0,6.1,20,5,1156,24
05/10/2020,0,2.2,20,3,1157,24
06/10/2020,0,10.6,22,2,1158,24
07/10/2020,0,0.5,24,-1,1159,24
08/10/2020,1.5,0.5,24,2,1160,24
09/10/2020,24,8.6,24,7,1161,24
10/10/2020,4,2.8,19,7,1162,24
11/10/2020,0.5,3.5,23,7,1163,24
12/10/2020,6,6.4,24,10,1164,24
13/10/2020,0,2.4,21,8,1165,24
14/10/2020,0,2.8,23,8,1166,24
15/10/2020,0,3.9,25,8,1167,24
16/10/2020,0,4.6,20,5,1168,24
17/10/2020,0,3,24,7,1169,24
18/10/2020,0,4.3,25,7,1170,24
19/10/2020,0,2.6,20,7,1171,24
20/10/2020,0,4.4,24,6,1172,24
21/10/2020,0,2.2,24,4,1173,24
22/10/2020,0,5.2,25,4,1174,24
23/10/2020,0,4.8,25,7,1175,24
24/10/2020,0,6.8,22,6,1176,24
25/10/2020,0,3.2,25,3,1177,24
26/10/2020,0,4.4,26,5,1178,24
27/10/2020,0,4,22,7,1179,24
28/10/2020,0,4.4,24,8,1180,24
29/10/2020,0,2,26,8,1181,24
30/10/2020,0,2.4,22,7,1182,24
31/10/2020,0,4.233,22.423,7,1183,24
01/11/2020,0,4.233,22,3,1184,24
02/11/2020,0,3.6,16,5,1185,24
03/11/2020,0,3.6,18,5,1186,24
04/11/2020,0,2.4,21,0,1187,24
05/11/2020,0,4.2,21,4,1188,24
06/11/2020,0,4.4,22,5,1189,24
07/11/2020,0,2.2,24,9,1190,24
08/11/2020,0,4,25,6,1191,24
09/11/2020,0,3,26,7,1192,24
10/11/2020,0,6.5,27,6,1193,24
11/11/2020,0,2.7,25,7,1194,24
12/11/2020,0,5.4,27,7,1195,24
13/11/2020,0,3.4,26,3,1196,24
14/11/2020,0,5.6,26,5,1197,24
15/11/2020,0,4.233,24,10,1198,24
16/11/2020,0,4.8,20,5,1199,24
17/11/2020,0,3.8,18,8,1200,24
18/11/2020,0,3.6,18,9,1201,24
19/11/2020,0,2.2,21,3,1202,24
20/11/2020,0,1.9,18,7,1203,24
21/11/2020,0,5.5,21,11,1204,24
22/11/2020,0,1.5,22,3,1205,24
23/11/2020,0,3.3,22,2,1206,24
24/11/2020,0,4.4,25,3,1207,24
25/11/2020,0,4.6,25,6,1208,24
26/11/2020,0,5.4,21,6,1209,24
27/11/2020,0,4.8,26,5,1210,24
28/11/2020,0,4,25,5,1211,24
29/11/2020,0,1.6,25,5,1212,24
30/11/2020,0,4.233,28,8,1213,24
01/04/2021,0,4.233,18,7,1214,24
02/04/2021,0,3.9,21,8,1215,24
03/04/2021,0,7.4,25,3,1216,24
04/04/2021,0,5,25,2,1217,24
05/04/2021,1,5,25,3,1218,24
06/04/2021,1,3.8,23,4,1219,24
07/04/2021,1,6.4,25,7,1220,24
08/04/2021,5,4.8,27,7,1221,24
09/04/2021,2.5,4.8,25,8,1222,24
10/04/2021,1,6.9,26,9,1223,24
11/04/2021,0,4.233,28,11,1224,24
12/04/2021,0,6.2,27,11,1225,24
13/04/2021,1,6.8,29,11,1226,24
14/04/2021,33.5,9.6,25,9,1227,24
15/04/2021,4.5,5.4,25,8,1228,24
16/04/2021,0,4.233,22.423,9,1229,24
18/04/2021,0,4.233,26,8.392,1230,24
19/04/2021,0,12.1,25,10,1231,24
20/04/2021,0,6.9,26,11,1232,24
21/04/2021,0,6.6,25,7,1233,24
22/04/2021,0,6.4,26,8,1234,24
23/04/2021,0,6.4,25,9,1235,24
24/04/2021,0,5.6,28,11,1236,24
25/04/2021,0,4.3,28,9,1237,24
26/04/2021,0,6.8,29,11,1238,24
27/04/2021,0,6.4,29,11,1239,24
28/04/2021,1,6.8,29,11,1240,24
29/04/2021,1,5.1,30,12,1241,24
30/04/2021,0,4.233,29,12,1242,24
01/05/2021,4,5.8,25,12,1243,24
02/05/2021,0,6.9,25,10,1244,24
03/05/2021,0,9,25,11,1245,24
04/05/2021,0,7.4,27,9,1246,24
05/05/2021,0,3.8,24,10,1247,24
06/05/2021,0,4.5,25,10,1248,24
07/05/2021,0,5.8,22,9,1249,24
08/05/2021,0,4.4,26,8,1250,24
09/05/2021,3.5,5,25,9,1251,24
10/05/2021,15,7.6,25,12,1252,24
11/05/2021,28,8.9,24,12,1253,24
12/05/2021,32.5,8.4,25,11,1254,24
13/05/2021,0,3.2,18,11,1255,24
14/05/2021,1.5,2,19,9,1256,24
15/05/2021,0,4.6,21,10,1257,24
16/05/2021,0.5,2,22,12,1258,24
17/05/2021,30,9.6,22,11,1259,24
18/05/2021,10,6.8,24,9,1260,24
19/05/2021,0,4.5,23,10,1261,24
20/05/2021,0,6.2,24,9,1262,24
21/05/2021,0,4.8,23,8,1263,24
22/05/2021,0,6.6,25,7,1264,24
23/05/2021,0,3.5,25,8,1265,24
24/05/2021,4.5,4.2,23,9,1266,24
25/05/2021,4.5,7.3,24,8,1267,24
26/05/2021,0,3.4,24,8,1268,24
27/05/2021,0,5,25,8,1269,24
28/05/2021,5,6.5,25,9,1270,24
29/05/2021,6.5,5.1,25,10,1271,24
30/05/2021,0,6.6,25,8,1272,24
31/05/2021,0,4.233,25,9,1273,24
01/06/2021,0,5.3,24,8,1274,24
02/06/2021,0,3,19,10,1275,24
03/06/2021,3.5,2.8,21,12,1276,24
04/06/2021,12,0.3,17,12,1277,24
05/06/2021,4.5,4.1,19,12,1278,24
06/06/2021,0,2.2,23,11,1279,24
07/06/2021,0,5.1,25,9,1280,24
08/06/2021,17,9.8,25,9,1281,24
09/06/2021,11,6.8,25,10,1282,24
10/06/2021,11,4.9,22,10,1283,24
11/06/2021,0,2,23,9,1284,24
12/06/2021,57.3,10.7,21,10,1285,24
13/06/2021,30,10,18,11,1286,24
14/06/2021,2.5,6,18,12,1287,24
15/06/2021,0,2.9,18,12,1288,24
16/06/2021,0,5.8,21,11,1289,24
17/06/2021,0,4.7,22,10,1290,24
18/06/2021,8,0.6,17,11,1291,24
19/06/2021,4,5.3,20,11,1292,24
20/06/2021,0,4.8,22,10,1293,24
21/06/2021,0,4.6,23,11,1294,24
22/06/2021,5,4.2,25,12,1295,24
23/06/2021,0,4.2,22,11,1296,24
24/06/2021,0,5,21,10,1297,24
25/06/2021,0,3.7,22,10,1298,24
26/06/2021,0,7.7,21,11,1299,24
27/06/2021,17,0.2,15,12,1300,24
